name,date,likes,comment,sentiment,source
عبد الحميد بنوري,08/08/20 22:32:24,1,ردوا على رسائل الخاص,-1,fb
Djezzy,09/08/20 10:49:02,1,مرحبا،لقد تم الرّد على رسالتك في الخاص.زهرة من جازي  :),0,fb
Gâteaux Délices Orientaux,09/08/20 12:18:12,0,مرحبا علاش الانترنت ثقیلة وواش معنتها کی یکتبولی delais de connexion depasseارجو الرد,0,fb
ßŏ Řuțŏ,08/08/20 23:41:38,0,ردو علينا في الخاص 😡😡عندي استفسار,0,fb
Djezzy,09/08/20 11:04:47,0,مرحبا،لقد تم الرّد على رسالتك في الخاص.زهرة من جازي :),0,fb
ßŏ Řuțŏ,09/08/20 13:36:25,0,هجاوبوا راني نستنىDjezzy,0,fb
Hassane Benazzouze,09/08/20 0:09:31,0,Djeezy ممكن سؤال,0,fb
Djezzy,09/08/20 11:02:56,0,مرحبا،تفضل بطلبك، نحن في الخدمة :) زهرة من جازي,0,fb
Hassane Benazzouze,10/08/20 15:22:50,0,Djezzy هل نحن نحصل على الأنترنيت مجانا منكم ؟,0,fb
Sofiane Amine,09/08/20 0:32:03,0,خويا من فضلكم رقم تاعي تغلق لاني لم اعبئ منذ فترة ردو لي رقمي لاعبىء من جديد والتمتع بعروضكم.,0,fb
Djezzy,09/08/20 10:36:33,0,مرحبا،يرجى التواصل بنا على الخاص لنتمكن من إفادتك.نسرين من جازي 🙂,0,fb
Bouchra Benchebel,09/08/20 4:19:11,2,من فضلك لماذا تم غلق شريحتي لجازي بالرغم من أنني كنت اشحنها دائما ارجو الرد وما أفعل في هذه الحالة,0,fb
Djezzy,09/08/20 10:33:35,1,مرحبا،الرجاء مراسلتنا على الخاص و تقديم رقمك الهاتفي مع الإسم و اللقب لنتمكن من إفادتك.نسرين من جازي 🙂,0,fb
Mahfoud Raho,09/08/20 14:43:57,0,Djezzy نفىس المشكل و مشكل انكم بعتوها مباشرة مالقري قديمة عندي ميهمك لازبون لا والو تموتو غ على دراهم,0,fb
Bouchra Benchebel,09/08/20 14:55:38,0,Djezzy أرجو الرد السريع لأنني في أمس الحاجة لها 😭😭,0,fb
المتفائلة المتفائلة,09/08/20 15:52:00,0,Djezzy وأنا كذلك أغلقت بدون سبب,0,fb
Mounir Si Ahmed,10/08/20 1:32:28,0,Djezzy صرعتونا بتواصل معنا على الخاص اكثر من ثلاث ايام دون رد راكم فرحانين  بالانترنت لي تقدموها  للزبائن 🙄🙄🙄,-1,fb
Møĥ Žøĥ Ĉmž,11/08/20 12:10:30,0,ارواحي بريفي نسرين,0,fb
Bahloul Ahmed,11/08/20 20:31:29,0,Djezzy نسرين ارواحي بريفي,0,fb
Zizo Pro,12/08/20 23:19:13,0,Djezzy سراقيين باقي يومين على الفاتورة تخلصوا ...... مهم نهارين و باباي دجيزي دقيقة باش تطلعلك فوطو تاع الفيس و اليوتوب زبل تفوه على خدماتكم,-1,fb
Abdelhakim Bendaoud,09/08/20 6:02:09,0,جامي فتحت هذي المسابقة عندي,0,fb
أم هيثم,09/08/20 6:15:16,1,السلام عليكم فلكسيت ب دفع الكتروني بالبطاقة الذهبية نحولي قيمة فليكسي بصح ملحنيش لشريح نتاعي ارجو حل المشكل,0,fb
Djezzy,09/08/20 10:34:47,1,صباح الخير،يرجى التواصل بنا على الخاص لنتمكن من التأكد على مستوانا من فضلك.شكرا، نسرين من جازي 🙂,0,fb
Souma Soumia Hamadi,09/08/20 7:29:31,3,ياخوتي والله راني مستعجبة علاش راكم تنقصولي من الدراهم تسرقولي ب30دج و40دج علاش قالولكم مانيش نستحق الدارهم حتا تدوهم والله عيب عليكم وزيد نعيطلكم لاحياة لمن تنادي الدراهم تعرفو تسرقوقهم وباش تريبوندو نننن😤😤😤😤,-1,fb
Djezzy,09/08/20 10:39:26,1,"مرحبا، 
نأكد لك الرصيد لا يضيع دون التسجيل في عرض من العروض، الرجاء تقديم رقمك الهاتفي عبر رسالة خاصة لنتأكد على مستوانا من فضلك.
نسرين من جازي 🙂",0,fb
Djezzy,09/08/20 10:33:35,1,مرحبا،الرجاء مراسلتنا على الخاص و تقديم رقمك الهاتفي مع الإسم و اللقب لنتمكن من إفادتك.نسرين من جازي 🙂,0,fb
M Alger M Alger,09/08/20 11:16:01,0,اغلقتولي لبيس اتصلت بكم في الخاص ووضعت رقمي ولم تجيبو وعلاش يا سادة,-1,fb
ʚĩɞ Rî Nâ ʚĩɞ,09/08/20 11:27:22,0,مرانيش نقدر نبعث لمساج علاه,0,fb
M Alger M Alger,09/08/20 12:08:41,0,لبيس اغلقتوها وعلاش واش كاين قلتولي ابعث في الخاص راني بعثت وما رديتوش عليا الوووووو,-1,fb
Djezzy,09/08/20 16:59:32,0,مرحبا،لقد تم الرّد على رسالتك في الخاص.زهرة من جازي,0,fb
فتاة الشهاب,09/08/20 12:12:16,0,كي نشري بوس جديدة جيزي عادية يعني و تكون جديدة نلقا فيها عروض امتياز ولا لالا كما العرض تاع ستين الف ؟!؟,0,fb
أبومالك الأثري,09/08/20 12:58:41,0,عندي 30 جيقا وراني نخدم بالفيس بوك مجاني فهموني دروك أطلقوا ا الانترنت ردوا عليا الصباح تخدم ودروك راحت كامل اتقوا الله ......,-1,fb
Djezzy,09/08/20 16:24:25,0,مرحبا،الرجاء تقديم أكثر توضيحات حول طلبك لنتمكن من إفادتك.زهرة من جازي,0,fb
أبومالك الأثري,09/08/20 17:41:33,0,Djezzy الانترنت ماراهيش تخدم حتى درت فيسبوك مجاني الآن باش نبعث هذا التعليق,0,fb
أبومالك الأثري,09/08/20 17:41:46,0,ابعثتلكم في الخاص,0,fb
أبومالك الأثري,09/08/20 17:42:11,0,ردوا,-1,fb
أبومالك الأثري,09/08/20 17:42:23,0,رڨلوها من فضلكم,-1,fb
أبومالك الأثري,09/08/20 17:43:29,0,راني داير عرض تاع 30جيقا  ماحبتش تخدم....؟؟؟؟!!!,-1,fb
أبومالك الأثري,09/08/20 17:44:11,0,من البارح ماكان والوووووو,-1,fb
Ĉĥânal Ïmí,09/08/20 13:00:04,0,علاش ركم تدولي في ليزنتي دولة تكل فينا ونتوما ثان 😠,-1,fb
Djezzy,09/08/20 16:23:20,0,مرحبا، للتأكد على مستوانا، ندعوك لتقديم رقم الهاتف على الخاص من فضلك.زهرة من جازي :),0,fb
Hope Ania Natir,09/08/20 13:01:51,2,"فليكسيت من الكونت من 04/08/2020, وما دخلتنيش دراهم في التلفون، وراني نعيط لخدمة الزبائن ما ترفدوش، ونبعثلكم في السيت وفي المسنجر ما تردوش عليا، تحبو نروح نشكي لوكيل الجمهورية ول كيفاه؟",-1,fb
Akräm Lahmadi,09/08/20 14:11:45,1,أنا فلكسيت بالبطاقة الذهبية على الموقع تاعهم قالك خطا يرجى المحاولة بصح نحاولي 600 من الكونت اعطيني الرقم نعيطلهم,-1,fb
Djezzy,09/08/20 16:08:20,0,مرحبا Ania، لقد تم الرّد على رسالتك في الخاص و التي تحتوي على نفس الطلب.زهرة من جازي :),0,fb
صمتہ انثہى,09/08/20 13:28:22,0,الخدمة تاعكم تراجعت بزاف والكونكسيون كارثة فالعشية وفالليل واقيل ضربوكم بعين ياجازي,-1,fb
Djezzy,09/08/20 16:32:09,0,مرحبا،نحن نسعى لتقديم أحسن الخدمات، في حالة مواجهتك لأي تذبذب في الشبكة ندعوك للتواصل معنا على الخاص وتقديم رقم الهاتف من فضلك.زهرة من جازي,0,fb
Brahim Loughraieb,09/08/20 13:39:01,0,السلام عليكم Djezzyعندي شريحة جازي ملينيوم حاولت نحولها لجازي كارت مابغاوش ايا وقفتها ودوكا قالولي تقدر تردها كارت الشريحة مازال فيها الريزو اسكو تقدرو تفتحوها وتردوها كارت ؟؟؟؟,0,fb
Djezzy,09/08/20 16:11:46,0,مرحبا، الرجاء مراسلتنا على Messenger و تقديم رقمك الهاتفي من فضلك لمساعدتك.زهرة من جازي :),0,fb
مالك آخ,09/08/20 13:53:26,0,ا مبروك تاعك  و روح  افشب شريحة شريتها شهرين و رميتها  اضعف انترنيت نجمة خيرمنكم,-1,fb
Sara Mohamed,09/08/20 14:17:38,0,السلام عليكم لقد تم غلق شريحتي جيزي اتصلت بمصلحة الزبائن لم يتم الرد عليا.اريد استرجاع شريحتي,0,fb
Djezzy,09/08/20 15:43:24,0,مرحبا، الرجاء مراسلتنا على Messenger و تقديم رقمك الهاتفي من فضلك.زهرة من جازي,0,fb
Ange Ange,09/08/20 14:25:18,0,كاش واحد يقولي  les renvoi d'appel بلكريدي ولا لا علي خاطر دارتو وراحلي كامل لكريدي,0,fb
Djezzy,09/08/20 16:57:39,0,سلام،هذه الخدمة مجانية، الرجاء تقديم أكثر توضيحات حول التحويل الذي قمت بتشغيله من فضلك ؟ زهرة من جازي,0,fb
Bennia Mourad,09/08/20 15:02:13,0,نحن سكان بلدية عشعاشة دائرة عشعاشة بولاية مستغانم و التي يبلغ تعداد ساكنها أكثر من 70ألف نسمة . حيث نعاني من نقص وفي بعض الأحيان إنعدام التغطية لشبكة جيزيللتذكير أننا نعاني من تذبذب في تغطية شبكة جيزي منذ أكثر من 10أيام حيث لا نستفيد من أدنى الخدمات مثل المكالمات العادية ناهيك عن سوء خدمات الإنترنتلذا نحن نطالب بصليح الخطأ في اقرب وقت ممكنلأن الوضع كارثي بكل المقاييس,-1,fb
Djezzy,09/08/20 15:42:45,0,مرحبا، الرجاء مراسلتنا على Messenger و تقديم رقمك الهاتفي من فضلك لمساعدتك.زهرة من جازي,0,fb
Rī Mā,09/08/20 15:07:36,0,عندي اكثر من 6اشهر عروض امتياز ماتبدلتش ؟؟؟,0,fb
Djezzy,09/08/20 15:36:57,0,مساء الخير،عروض امتياز هي عروض ترويجية و متغيرة، شكّل *444# في كل مرّة باش تعرف كل جديد :) زهرة من جازي,0,fb
Rī Mā,09/08/20 17:21:59,0,Djezzy كانت تتغير مي عندكم وقت connexion ماشي مليحة ثقيلة وامتياز ماغيرتوش فيها مام عروضك جديدة 😒 عادية مابقاتش هايلة كيما كانت,0,fb
Mer Iem,09/08/20 15:22:50,0,Slm chkoun ya3tini Num ta3 khadamat Djezzy rani ma7tajato stp,0,fb
Djezzy,09/08/20 15:36:34,0,مرحبا،تفضل بطلبك، كيف يمكننا مساعدتك ؟ زهرة من جازي,0,fb
Azedine Benkhira,09/08/20 18:59:21,0,قمت بالغاء الاشتراك ونزع التطبيق ولم يتوقف استنزاف الرصيد كل يوم لم يبقى الا رمي الشريحة.😡😡😡,0,fb
عمر عيساتي,09/08/20 19:03:50,0,الريزو مكاش في المنطقة التي اسكن بها وهي مدينة الاربعاء بالبليدة فما بالك المناطق الداخلية او الصحراء  باه نعيطو مكانش او منحكيلكش على الانترنت التاعكم راها نشوفوها غير فالإشهارات او كي نعيطو لخدمة الزبائن يديرولنا كاسيطا تدور وانت كول روحك ولا اكلاطي مخك,-1,fb
Djezzy,10/08/20 0:33:09,1,"مرحبا,نحيطكم علما أنه من أجل أخذ طلبكم بعين الإعتبار يجب التقرب لأقرب وكالة جازي مرفوقين بشكوى تتضمن أسماء ارقام و إمضائات 10 اشخاص قاطنين على الأقل في المنطقة المعنية وذلك لكي تتمكن افرقة التقنية من معاينة المنطقة و إيجاد حل لهذا الإشكال.نعتذر مرة أخرى عن هذا الإزعاجشكرا لوافائكم و ثقتكم",0,fb
عمر عيساتي,10/08/20 7:27:46,0,Djezzy فقدت رقمين مميزين جدا واحد اكسبتو اكثر من عشر سنين وفيه معظم اصدقائي من زمن الجامعة,0,fb
أبومالك الأثري,09/08/20 20:18:32,0,راني داير عرض تاع 30جيقا  ماحبتش تخدم....؟؟؟؟!!!,-1,fb
Djezzy,10/08/20 0:32:38,1,"مرحبا, ندعوك للتواصل معنا على الخاص عبر Messenger و إفادتنا برقمك و معلوماتك الخاصة للنظر في طلبك شكرا عبد المؤمن.ك من جازي",0,fb
Amir Kouba,09/08/20 21:05:03,1,حبيت ندير الغاء كلاتلي كامل كريدي,-1,fb
Khaled Nhro,09/08/20 23:11:39,0,نحن سكان بلدية (( عشعاشة مركز )) دائرة عشعاشة بولاية مستغانم و التي يبلغ تعداد ساكنها أكثر من 70ألف نسمة . حيث نعاني من نقص وفي بعض الأحيان إنعدام التغطية لشبكة جيزيللتذكير أننا نعاني من تذبذب في تغطية شبكة جيزي منذ أكثر من 10أيام حيث لا نستفيد من أدنى الخدمات مثل المكالمات العادية ناهيك عن سوء خدمات الإنترنتلذا نحن نطالب بصليح الخطأ في اقرب وقت ممكنلأن الوضع كارثي بكل المقاييس___________,-1,fb
Djezzy,10/08/20 0:31:55,0,"مرحبا,نحيطكم علما أنه من أجل أخذ طلبكم بعين الإعتبار يجب التقرب لأقرب وكالة جازي مرفوقين بشكوى تتضمن أسماء ارقام و إمضائات 10 اشخاص قاطنين على الأقل في المنطقة المعنية وذلك لكي تتمكن افرقة التقنية من معاينة المنطقة و إيجاد حل لهذا الإشكال.نعتذر مرة أخرى عن هذا الإزعاجشكرا لوافائكم و ثقتكمعبد المؤمن,ك من جازي",0,fb
Khaled Nhro,10/08/20 5:41:24,0,Djezzy سلام عليكم صباح الخيرقدمت طلبي كم من مرة ودون جدوىوزملائي كذلكحتى راسلتهم عن طريق موزع الرسائل وموزع الصوتي,0,fb
Abdellah Ka,09/08/20 23:43:40,2,علاه متردوش بريفي 😐,-1,fb
Djezzy,10/08/20 0:30:59,1,"مرحبا,نعلمكم أنه سيتم الرد عليكم في أقرب وقت ممكن نظرا للكم الهائل للرسائل التي نتلقاهانعتذر منكم و ونشكركم على التفهم.عبد المؤمن,ك من جازي",0,fb
Nabil Nabilos,10/08/20 9:17:42,0,Un nouveau canal ce distribution vient de naître bravo a ce nouveau partenariat et beaucoup de succès👏👏👏👏,1,fb
Khalil Chinwii,10/08/20 13:39:16,0,تعرفو غير الكذب اللعبة اصلا ماتمشيش,-1,fb
Abi Dou Gouneiber,10/08/20 13:42:41,0,السلام عليكم.. اريد اقتراح تعديل في التطبيق وهو اضافة خاصية حذف سجلات الشحن وتحويل الرصيد والانترنت.. لانني جربت فعل هذا ولم اقدر.. وشكرا,0,fb
Keyser Söze,10/08/20 15:22:39,0,Djezzy ani b3atelkom privé,0,fb
Zine Elabidine BianCo Nero,10/08/20 15:53:20,0,قلنالكم ديرو 20 GB ب 1000 da في hayla maxi,0,fb
Mâ Lîfęčënt,11/08/20 6:38:12,1,راني ف 6 اشهر مفليكسيتش هابالاكو تبلعوها والله نديرلكم ثورة,0,fb
Zizo Pro,12/08/20 23:23:29,0,Mâ Lîfęčënt ماتفليكسيش خير,0,fb
Rÿãd Küñ,11/08/20 20:23:06,0,نت (ping) الالعاب (en linge)سيء جدا نرجو منكم اصلاح المشكل,-1,fb
Estiš Mia Ãmø,12/08/20 9:37:00,0,علاه سكرتولي البيس تاعي مالقري مزالت جديدة ماعندهاش شهرين وديما نفليكسيلها 🙄🙄,-1,fb
Mouhamed Ali Clây,12/08/20 22:15:42,0,Ana l3abt w rbaht un tlp condor t9 plus,1,fb
Saduki Amine,06/08/20 17:03:54,2,الله يرحم والديكم واش بيها كونكسيو رانا نعانو ولا حابين نبدلوكم فهمونا ..!!!!,-1,fb
Remila Kenzo,06/08/20 18:13:01,1,Saduki Amine انا بدلت هاد الشهر عانيت خو روح شكيت شحال من خطرة ايا ما حبوش يفهمو بلي راني نشري بدراهمي روح جبت اوريدو سويش خير منها ض,-1,fb
شہکلي حبیتہک,06/08/20 18:31:56,0,Saduki Amine مام انا راهي عندي ثقيلة خليتهها و فليكسيت لاوريدو خفيفة و الله,-1,fb
Sad Dam,06/08/20 19:00:19,0,ga3 kifkif chkit o walou radi nchri mobilis pixx 2000,-1,fb
خارج مجال التغطية,06/08/20 21:03:20,0,Saduki Amine  نفس المشكل بدأ قبل العيد بيومين,-1,fb
Yacine Cheddal,06/08/20 21:29:18,0,هههه انا عندي جازي و أوريدو و موبليس والله كيفكيف كامل كونكسيون الإسم 4g واللقب 3g والعمل 2g,-1,fb
Houssem Hacen,06/08/20 22:41:12,0,Remila Kenzo صاحبي واش هم العروض تع اوريدو سويتش,0,fb
Djezzy,07/08/20 13:24:19,0,مرحبانعتذر عن هذه الاضطرابات في الشبكة وندعوك لتقديم عبر رسالة خاصة(Messenger) أكثر توضيح على الاشكال في التغطية والأنترنت بالمنطقة التي تتواجد بها مع رقمك الهاتفي والعنوان وكذلك احداثيات المنطقة (GPS) لتحويله الى المصلحة التقنيةشكراً :),0,fb
شہکلي حبیتہک,07/08/20 13:29:55,0,انا عندي اسبوعين ملي بعثلكم المعلومات و راهي عاد كيما كانت,-1,fb
ۥٰ ۥٰ,06/08/20 17:33:40,1,عيطولي بنميرو حابة  نعرف اذا تاع شركتكم,0,fb
Djezzy,07/08/20 13:29:06,0,مرحباندعوك لمراسلتنا على Messenger لمساعدتك من فضلك.نحن في الخدمة :),0,fb
ۥٰ ۥٰ,07/08/20 13:31:05,0,بعثتلكم من سمانة مرديتوش,-1,fb
Boualem Haouche,06/08/20 17:56:01,2,عندي مشكلة في نمغو نتاعي كي نبغي نعيط كاش واحد تقول كاست عيط 777 نتمي رد ها ردو في خاص علينا,-1,fb
Yousra Sousita,06/08/20 19:24:36,1,Boualem Haouche  انا تاني صراتلي كيفك لبارح كانت نورمال,0,fb
Boualem Haouche,06/08/20 21:41:46,0,Yousra Sousita  مزال عندك مشكلة ولا تحلت,0,fb
Yousra Sousita,06/08/20 21:43:40,0,مزالت صراتلي ليوم برك لدرك مزالت,0,fb
Boualem Haouche,06/08/20 21:44:38,0,Yousra Sousita مشكلة عندهم في سستامبعثلهم في خاص,0,fb
Yousra Sousita,06/08/20 21:46:49,0,Boualem Haouche  والله بعثتلايوجد رد 😌,0,fb
Boualem Haouche,06/08/20 21:47:26,0,Yousra Sousita مام انا. هبلونا والله  بعثلهم بارح مكانش رد,-1,fb
Yousra Sousita,06/08/20 22:01:54,0,هيه والله كارثة,-1,fb
دنيا زاد,06/08/20 22:05:21,0,انا البينات ماطلعوليش وختي غلقوهالها وماحبوش يردو عليا فالخاص,-1,fb
Boualem Haouche,06/08/20 22:46:41,0,Yousra Sousita روحي ليهم وخلاص,0,fb
Boualem Haouche,06/08/20 22:47:02,0,دنيا زاد  راه صاري كارثة,-1,fb
Djezzy,07/08/20 13:25:24,0,مرحبا نأكد لك أنه سيتم الرّد على رسالتك في الخاص فور الإطلاع عليها.شكرا على تواصلك بنا 🙂,0,fb
Oussama Oussama,06/08/20 21:01:28,3,كونكسيون ضعيفة بزاف مرضتونا,-1,fb
Djezzy,07/08/20 13:22:46,0,مرحبانعتذر عن هذه الاضطرابات في الشبكة وندعوك لتقديم عبر رسالة خاصة(Messenger) أكثر توضيح على الاشكال في التغطية والأنترنت بالمنطقة التي تتواجد بها مع رقمك الهاتفي والعنوان وكذلك احداثيات المنطقة (GPS) لتحويله الى المصلحة التقنيةشكراً :),0,fb
Maï Ssa,06/08/20 21:13:33,3,منجمش نفليكسي علاه 😐,0,fb
Djezzy,07/08/20 13:22:23,1,مرحبا،الرجاء تقديم اكثر توضيح على الطلب مع رقمك الهاتفي عبر رسالة خاصة (Messenger) لتحويله الى المصلحة التقنية شكرا,0,fb
نوارة نورين,06/08/20 21:43:44,4,واش بيها الشريحة تاعي مايطلعولهاش ليدوني,0,fb
Djezzy,07/08/20 13:19:48,1,مرحباندعوك لمراسلتنا على Messenger لمساعدتك من فضلك.نحن في الخدمة :),0,fb
دنيا زاد,06/08/20 22:02:54,1,جاوبو,-1,fb
Djezzy,07/08/20 13:25:02,0,مرحبا نأكد لك أنه سيتم الرّد على رسالتك في الخاص فور الإطلاع عليها.شكرا على تواصلك بنا 🙂,0,fb
نكاع محمد صالح,06/08/20 22:10:21,1,جيزي عندنا في بلدية الولجة ولاية سطيف مباشرة يروح الضو تروح وهذا المشكل نعاني منه منذ سنوات وهذا ما جعل الكثير يتخلون عنها الى شركات اخرى بعدما كانت هي الرائدة,-1,fb
Djezzy,07/08/20 13:19:04,1,مرحبانعتذر عن هذه الاضطرابات في الشبكة وندعوك لتقديم عبر رسالة خاصة(Messenger) أكثر توضيح على الاشكال في التغطية والأنترنت بالمنطقة التي تتواجد بها مع رقمك الهاتفي والعنوان وكذلك احداثيات المنطقة (GPS) لتحويله الى المصلحة التقنيةشكراً :),0,fb
Kheireddine Krifif,06/08/20 22:18:23,0,"Repondiw f prv ya li wlat 3ndkom cnx rahj , kant mliha te9btoha",-1,fb
Djezzy,07/08/20 13:21:49,0,مرحبا نأكد لك أنه سيتم الرّد على رسالتك في الخاص فور الإطلاع عليها.شكرا على تواصلك بنا 🙂,0,fb
Kheireddine Krifif,07/08/20 13:33:27,0,Djezzy عندي كثرمن شهر ملي بعثت ماريبونديتوش,-1,fb
Piíx Sø,06/08/20 22:32:29,14,بغيت نقول لكل لعمال والقائمين في هده الشركة نيكماتكم واحد بواحد ومستعد لأي شكوى تقدم ضدي يولاد لقحاب تاكلو فدراهم ناس,-1,fb
Nabil Ghenissa,07/08/20 0:57:58,1,ممكن رد على خاص,-1,fb
Djezzy,07/08/20 13:21:04,0,مرحبا نأكد لك أنه سيتم الرّد على رسالتك في الخاص فور الإطلاع عليها.شكرا على تواصلك بنا 🙂,0,fb
Sad Dam,07/08/20 9:03:24,6,يوجد مشكل في خطي لا في الشبكة لأني جربتها في عدة مناطق وغيرة الهاتف وقمت بتبديل شريحة سيم لدي فرع جازي وغيرت من 4g إلى 3g وجربت كل الطرق بدون جدوى اتصلت ب 777 ثلات مرات و تقدمت إلى فرع جازي مرتين والإجابة نفسها خلل في الشبكة وانا اقول ليس عيب في الشبكة بل في خطي  لأنها لا تتعدي في التدفق 30k وهذا منذ 30-07-2020 الي يومنا هذا مع العلم باقتي من 2000DA .هل ستقومون بعلاج الوضع لأن الأمر أصبح لا يطاق مع العلم أنكم لا تعوضون الزبون عن الأعطال اذا بقي الأمر مع نهاية الباقة سالغي عقدي معكم لأني أدفع مقابل خدمة جيدة لا بخدمة أسوء من السيئ. الوجهة موبيليس pixx2000. إن لم تستحي فافعل ما شئت.,-1,fb
ʚʬɞ ŞəMțə ʚʬɞ,07/08/20 13:17:54,1,Sad Dam le mm problem 😣😣,0,fb
Djezzy,07/08/20 13:20:34,1,مرحباندعوك لمراسلتنا على Messenger لمساعدتك من فضلك.نحن في الخدمة :),0,fb
Boualem Haouche,07/08/20 10:55:44,0,ردو علينا في خاص الله يهديكم,-1,fb
Djezzy,07/08/20 13:21:10,0,مرحبا نأكد لك أنه سيتم الرّد على رسالتك في الخاص فور الإطلاع عليها.شكرا على تواصلك بنا 🙂,0,fb
Hichem Korieb,09/08/20 20:16:59,0,لاكونيكسيو راهي ناقصه بزاف,-1,fb
Cristina Eva,07/08/20 11:19:58,0,هاذي ابليكاسيون تع جيزي لي يمدولك 10 go نقدر نديرها زوج خطرات و لا خطرة برك,0,fb
Djezzy,07/08/20 13:19:41,0,مرحباندعوك لمراسلتنا على Messenger لمساعدتك من فضلك.نحن في الخدمة :),0,fb
البرو فيسور,07/08/20 11:31:43,1,علاش ماتردوش فالخاص ونتم تقولو ابعث رسالة فالخاص,-1,fb
Djezzy,07/08/20 13:20:59,2,مرحبا نأكد لك أنه سيتم الرّد على رسالتك في الخاص فور الإطلاع عليها.شكرا على تواصلك بنا 🙂,0,fb
Wis Şou,07/08/20 14:21:17,0,Ma3lich tgololi kifah ngl3 free mn messenger 😑😑Hblni mani n9d nchof waloooooo,0,fb
AbDø Bahrį,07/08/20 15:51:48,0,ممكن رد عليا فل الخاص,-1,fb
Djezzy,08/08/20 0:05:14,0,"مرحبا,نعلمكم أنه سيتم الرد عليكم في أقرب وقت ممكن نظرا للكم الهائل للرسائل التي نتلقاهانعتذر منكم و ونشكركم على التفهم.عبد المؤمن,ك من جازي",0,fb
AbDø Bahrį,08/08/20 0:06:32,0,صحا مين ندي لكادو لي ربحته في تطبيق جيزي,0,fb
ﹺ　　　　　　　　　　　　　　　　　　　　　　　　　ﹺ ﹺ　　　　　　　　　　　　　　　　　　　　　　　　　ﹺ ﹺ　　　　　　　　　　　　　　　　　　　　　　　　　ﹺ ﹺ　　　　　　　　　　　　　　　　　　　　　　　　　ﹺ,07/08/20 17:02:27,0,ليكتا تحسنو شبكتكم,0,fb
Djezzy,08/08/20 10:40:47,0,"مرحبا،
الرجاء مراسلتنا عبر الرسائل الخاصة وتقديم رقمك الهاتفي مع العنوان الكامل من فضلك لتحويل طلبك للمصلحة التقنية.نسرين من جازي 🙂",0,fb
ارواح تائهة,07/08/20 17:47:11,4,علاش وقفتولي رقمي مع انو قديم وعندو 17 سنة عندي حسبي الله فيكم,0,fb
Djezzy,08/08/20 0:05:01,0,"مرحبا, ندعوك للتواصل معنا على الخاص عبر Messenger و إفادتنا برقمك و معلوماتك الخاصة للنظر في طلبك شكرا عبد المؤمن.ك من جازي",0,fb
ارواح تائهة,07/08/20 17:47:57,0,نبعتولكم فالخاص ماتردوش عيطتلكم قلتولي ملفك مزال ماطلعش 17 سنة مزال ماطلعش الله يهديكم,0,fb
Añ Rÿ,07/08/20 18:56:43,0,ردوا عليا بريفي,-1,fb
Añ Rÿ,07/08/20 18:59:08,0,فليكسيت 1000 دج منين لحقت اكتيفاوهالي وحدهم هدرة و انا كنت راح ناكتيفيها كونكسيون واش ندير !,0,fb
Djezzy,08/08/20 15:10:24,0,مرحبا نأكد لك أنه سيتم الرّد على رسالتك في الخاص فور الإطلاع عليها.شكرا على تواصلك بنا 🙂,0,fb
محمد أنيس,07/08/20 19:03:40,0,السلام عليكم انا نسكن في بلدية الدويرة حي 1400 مسكن كاين مشكل فالريزو تاع جيزي صح كاين لونتان بصح دايرينو شباح برك مكاش كامل كونيكسيو جيك شوية خفيفة مع الفجر تلحق 10 تاع نهار تتقال ومن بعد مع لعشية كارثة عظمى تحس روحك راك في بلاد مبتدئة 2 تاع الليل وتقيلة ماشي هكا خاوتي واش فيها كي ديرو ريزو كيما تاع حيدرة كيما تاع سيدي يحيى تسما هوما بشر و هنا حيوانات انا هكا نفهمها رانا في 2020 عيب وعار كبير الكونيكسيو مكاش ولا تلحق تقيلة روحو البلدان المجاورة المروك و تونس شوفو كيفاش الكونيكسيو تاعهم والله غير ديقلي ديرولنا كاش تقرير باش يجو يديرولنا ريزو مليح تاع جيزي حق ربي غير رانا نعانيو . ومن بعد كي ماتوليش تخدم بجيزي يبعتولك كاش طفلة تعيطلك وي خويا علاش ماراكش تستعمل في جيزي كيفاش نستعملها وهي تقيلة انا نشوف لي تخرج عليا نشوف حاجة ماخير نديرها,0,fb
Djezzy,08/08/20 15:10:54,0,مرحبانعتذر عن هذه الاضطرابات في الشبكة وندعوك لتقديم عبر رسالة خاصة(Messenger) أكثر توضيح على الاشكال في التغطية والأنترنت بالمنطقة التي تتواجد بها مع رقمك الهاتفي والعنوان وكذلك احداثيات المنطقة (GPS) لتحويله الى المصلحة التقنيةشكراً :),0,fb
Øùmà Ïmä,07/08/20 22:33:57,0,أرجو الرد في الخاص من فظلكم ❤️,0,fb
Djezzy,08/08/20 0:03:57,1,"مرحبا,نعلمكم أنه سيتم الرد عليكم في أقرب وقت ممكن نظرا للكم الهائل للرسائل التي نتلقاهانعتذر منكم و ونشكركم على التفهم.عبد المؤمن,ك من جازي",0,fb
Øùmà Ïmä,08/08/20 18:59:40,0,Djezzy نخاف وقت هذا يطول,0,fb
Engel Engel,07/08/20 22:39:29,4,لما لا تردون على انشغالات زبائنكم,-1,fb
Djezzy,08/08/20 0:03:44,0,"مرحبا,كيف يمكننا مساعدتكعبد المؤمن.ك من جازي",0,fb
Engel Engel,08/08/20 9:44:22,0,هل يمكن استعادة بطاقة سيم عندها مدة طويلة موقوفة اريد استرجاعها من جديد,0,fb
